"Serial","ID","Asset Number"
"L6NJ2JT7X7","SC241","จักราชวิทยา_SC241"
"CXDMXWF6C6","SC967","จักราชวิทยา_SC967"
"F61PQNH54R","SC767","จักราชวิทยา_SC767"
"G37M69FW95","SC394","จักราชวิทยา_SC394"
"K7GK4V2M2T","SC411","จักราชวิทยา_SC411"
"K2T19DM4G4","TC112","จักราชวิทยา_TC112"
"CJ3C2C4XDR","TC13","จักราชวิทยา_TC13"
"LGQ63C24RY","SC235","จักราชวิทยา_SC235"
"C9XWX0VTK6","SC991","จักราชวิทยา_SC991"
"LL4RK7M0MP","SC935","จักราชวิทยา_SC935"
"G1Q96P0WYY","SC1011","จักราชวิทยา_SC1011"
"C7YRQM369R","SC227","จักราชวิทยา_SC227"
"LGKMHCQ324","SC662","จักราชวิทยา_SC662"
"G0FG4CF9V4","SC568","จักราชวิทยา_SC568"
"GV14LV771R","SC603","จักราชวิทยา_SC603"
"MXRRQ0RVK0","SC302","จักราชวิทยา_SC302"
"MXPXH6X4T3","SC540","จักราชวิทยา_SC540"
"GCTQPH2LCQ","SC334","จักราชวิทยา_SC334"
"C4YVYHJK2F","SC84","จักราชวิทยา_SC84"
"FLKQ41R4W4","TC99","จักราชวิทยา_TC99"
"CQ543T7N1V","SC746","จักราชวิทยา_SC746"
"K6NT7LRR2L","SC83","จักราชวิทยา_SC83"
"J217KJW3TL","SC803","จักราชวิทยา_SC803"
"FNQ73QQLFJ","SC398","จักราชวิทยา_SC398"
"J39L2T56Y4","SC150","จักราชวิทยา_SC150"
"FPN796N30L","SC38","จักราชวิทยา_SC38"
"L2FY20427G","SC798","จักราชวิทยา_SC798"
"F4QFW5L47G","SC295","จักราชวิทยา_SC295"
"F2K4P635HL","SC1112","จักราชวิทยา_SC1112"
"M73FX4J7P7","SC605","จักราชวิทยา_SC605"
"FWHKYX5609","SC347","จักราชวิทยา_SC347"
"MHFDK692VM","SC80","จักราชวิทยา_SC80"
"CY7MWQ7W0K","SC541","จักราชวิทยา_SC541"
"LR7L0MHKQ6","TC27","จักราชวิทยา_TC27"
"DK99GP7XP9","SC39","จักราชวิทยา_SC39"
"L24260TKX5","SC1084","จักราชวิทยา_SC1084"
"K0M25FV30Q","TC46","จักราชวิทยา_TC46"
"LH9F4RNVMH","SC463","จักราชวิทยา_SC463"
"MFQR6059VM","SC179","จักราชวิทยา_SC179"
"L9WMVQC9TL","SC138","จักราชวิทยา_SC138"
"CYXRYVWCMV","SC865","จักราชวิทยา_SC865"
"GL4VMKQK50","SC1087","จักราชวิทยา_SC1087"
"CNFQGQ7P71","SC943","จักราชวิทยา_SC943"
"HWLTWQCQ74","SC399","จักราชวิทยา_SC399"
"CJJWFHVK20","SC415","จักราชวิทยา_SC415"
"DCGG7KK439","SC427","จักราชวิทยา_SC427"
"JV9PQJ0VXM","SC128","จักราชวิทยา_SC128"
"CQT976DV9N","SC286","จักราชวิทยา_SC286"
"FNH2DVH990","SC457","จักราชวิทยา_SC457"
"HF7H23X2CP","SC876","จักราชวิทยา_SC876"
"JC4TQ7R7FK","SC772","จักราชวิทยา_SC772"
"HQPX647W6M","SC401","จักราชวิทยา_SC401"
"D4C5JM9G2T","SC254","จักราชวิทยา_SC254"
"L6RMYWK9XJ","SC379","จักราชวิทยา_SC379"
"FQ7C3HJDFY","TC25","จักราชวิทยา_TC25"
"J4J03J9LYJ","SC436","จักราชวิทยา_SC436"
"JGHPQ6WRW9","SC353","จักราชวิทยา_SC353"
"J5T9FK2417","SC226","จักราชวิทยา_SC226"
"J4JYKQMYWV","SC487","จักราชวิทยา_SC487"
"M4YR2RFQHW","SC1013","จักราชวิทยา_SC1013"
"JK216M7NX3","SC905","จักราชวิทยา_SC905"
"FR2XD212NH","SC844","จักราชวิทยา_SC844"
"H5C25YK9V7","SC251","จักราชวิทยา_SC251"
"CNV36FM0J4","SC244","จักราชวิทยา_SC244"
"LT49V39L9M","SC300","จักราชวิทยา_SC300"
"MQYD2QM2P2","SC792","จักราชวิทยา_SC792"
"LWH9NHDXRQ","SC483","จักราชวิทยา_SC483"
"HJXPFPPVGC","TC117","จักราชวิทยา_TC117"
"GHQFY27N3T","SC397","จักราชวิทยา_SC397"
"J7JC20VX1H","SC455","จักราชวิทยา_SC455"
"LJNXTXTXGP","SC355","จักราชวิทยา_SC355"
"KNQ93WJYR2","SC499","จักราชวิทยา_SC499"
"HFHW2MYWGV","SC132","จักราชวิทยา_SC132"
"KGW7F0J2D0","SC358","จักราชวิทยา_SC358"
"LXQX1G373N","SC133","จักราชวิทยา_SC133"
"DG490FKY7W","SC85","จักราชวิทยา_SC85"
"CQJ43PPGHJ","SC515","จักราชวิทยา_SC515"
"F50QYH599Q","SC525","จักราชวิทยา_SC525"
"HNJWX199KR","SC19","จักราชวิทยา_SC19"
"H7VMYYCFYY","SC359","จักราชวิทยา_SC359"
"G4V762T20G","SC508","จักราชวิทยา_SC508"
"J400906YL0","SC250","จักราชวิทยา_SC250"
"DCJ31C6XDQ","TC121","จักราชวิทยา_TC121"
"FVHW4K6JVV","SC861","จักราชวิทยา_SC861"
"FJJ6G7PQM4","SC451","จักราชวิทยา_SC451"
"FM2XG7Q2LC","SC184","จักราชวิทยา_SC184"
"H2WLT2LNP4","TC66","จักราชวิทยา_TC66"
"HJD2QDH72C","SC799","จักราชวิทยา_SC799"
"D5P2TNHXN1","SC374","จักราชวิทยา_SC374"
"LDD2KFF9TM","TC18","จักราชวิทยา_TC18"
"F2TW2M19RR","SC626","จักราชวิทยา_SC626"
"KQJ9K7W50Y","SC984","จักราชวิทยา_SC984"
"FHFVT2T205","SC669","จักราชวิทยา_SC669"
"J7GMX944KW","SC635","จักราชวิทยา_SC635"
"LKGJDFR90N","SC104","จักราชวิทยา_SC104"
"JLJWXXFR61","TC62","จักราชวิทยา_TC62"
"FX7R3QDRXK","SC212","จักราชวิทยา_SC212"
"D6JJMVT94N","TC38","จักราชวิทยา_TC38"
"CTPQQYN3L7","SC1082","จักราชวิทยา_SC1082"
"JYVHG9Y2MY","SC976","จักราชวิทยา_SC976"
"K27YGP6GP7","SC812","จักราชวิทยา_SC812"
"HVQ9WYFRV0","SC151","จักราชวิทยา_SC151"
"DFYGHY3G2Q","TC101","จักราชวิทยา_TC101"
"GT73GQYCH6","SC557","จักราชวิทยา_SC557"
"J1HWXHT902","SC500","จักราชวิทยา_SC500"
"J3Y4GHXV59","SC361","จักราชวิทยา_SC361"
"J6JRVP2WT2","TC58","จักราชวิทยา_TC58"
"L21XM9YJT2","SC1037","จักราชวิทยา_SC1037"
"HQKLH6DWJC","SC528","จักราชวิทยา_SC528"
"HXGV3HT2JK","SC328","จักราชวิทยา_SC328"
"JV72N0L075","SC18","จักราชวิทยา_SC18"
"JV42NWL26N","SC109","จักราชวิทยา_SC109"
"J06GMYCXWW","SC34","จักราชวิทยา_SC34"
"MD7F5Q6RL1","SC527","จักราชวิทยา_SC527"
"HJYX5WFTQJ","SC1049","จักราชวิทยา_SC1049"
"D9PR430X3W","SC749","จักราชวิทยา_SC749"
"M9J33K92WM","SC673","จักราชวิทยา_SC673"
"CQ2403M4FJ","SC628","จักราชวิทยา_SC628"
"H2FMY773MP","SC06","จักราชวิทยา_SC06"
"FMK73C6MHT","SC248","จักราชวิทยา_SC248"
"FYHR26Q647","TC36","จักราชวิทยา_TC36"
"F96Y6FKPXM","SC294","จักราชวิทยา_SC294"
"C36444YW7X","SC836","จักราชวิทยา_SC836"
"CVNC434JXJ","TC43","จักราชวิทยา_TC43"
"G9W4J9JJXV","SC1099","จักราชวิทยา_SC1099"
"FPM7DW3X2G","SC304","จักราชวิทยา_SC304"
"KXN3GN02WK","SC428","จักราชวิทยา_SC428"
"MX4577XRTJ","SC642","จักราชวิทยา_SC642"
"DG7R06XRP0","SC924","จักราชวิทยา_SC924"
"KKPJ94T7LM","SC877","จักราชวิทยา_SC877"
"K7YFNQ90XD","SC479","จักราชวิทยา_SC479"
"M9NF2H7H6R","SC639","จักราชวิทยา_SC639"
"F2X0LFJ7M1","SC521","จักราชวิทยา_SC521"
"M3HPL7WF49","SC237","จักราชวิทยา_SC237"
"KH0096RQQG","SC285","จักราชวิทยา_SC285"
"FK40THHC02","TC32","จักราชวิทยา_TC32"
"LVY7VX7J5W","SC445","จักราชวิทยา_SC445"
"FHT7GJ6WTQ","SC532","จักราชวิทยา_SC532"
"HNVMYWYRLH","SC232","จักราชวิทยา_SC232"
"L07M2XVKDG","SC114","จักราชวิทยา_SC114"
"M0XL19H6MR","SC659","จักราชวิทยา_SC659"
"JYKH69WJHQ","SC494","จักราชวิทยา_SC494"
"CYYQW9TQN7","SC1055","จักราชวิทยา_SC1055"
"CVYVJ2FMQP","SC936","จักราชวิทยา_SC936"
"JVKVXX9RT7","SC616","จักราชวิทยา_SC616"
"KWKXV6K2MG","SC610","จักราชวิทยา_SC610"
"MQ2MGXQQJQ","TC06","จักราชวิทยา_TC06"
"GMVHGWYLVQ","SC352","จักราชวิทยา_SC352"
"MV4GL26QTN","SC372","จักราชวิทยา_SC372"
"JX7LVJLCM2","SC373","จักราชวิทยา_SC373"
"LP2P04WJWL","SC763","จักราชวิทยา_SC763"
"C37CQPFHFX","SC800","จักราชวิทยา_SC800"
"FCVJ2P52MX","SC1036","จักราชวิทยา_SC1036"
"GRWV49Q00F","SC587","จักราชวิทยา_SC587"
"DJVHC070NK","SC1027","จักราชวิทยา_SC1027"
"D7FYJXLD2L","SC59","จักราชวิทยา_SC59"
"FL2WTCWM00","SC562","จักราชวิทยา_SC562"
"M2RW4FV407","SC885","จักราชวิทยา_SC885"
"LQ6FG402NV","SC341","จักราชวิทยา_SC341"
"CTW9XJMWP1","SC795","จักราชวิทยา_SC795"
"H9L646LN97","SC1115","จักราชวิทยา_SC1115"
"GDXL3R9JJV","SC1032","จักราชวิทยา_SC1032"
"FQ9H75YVQQ","SC389","จักราชวิทยา_SC389"
"C2JN9CL6R4","SC649","จักราชวิทยา_SC649"
"KKWWLYWG4X","SC880","จักราชวิทยา_SC880"
"J4Y94W90Y0","SC435","จักราชวิทยา_SC435"
"KX4TQR7NQH","TC106","จักราชวิทยา_TC106"
"CXH9W27VQQ","SC290","จักราชวิทยา_SC290"
"L0J6D7C4CX","SC409","จักราชวิทยา_SC409"
"L9MPPFXCFH","SC835","จักราชวิทยา_SC835"
"DF3YY2YG5C","SC666","จักราชวิทยา_SC666"
"H3DY2C7QC9","TC53","จักราชวิทยา_TC53"
"LWT7LN2XJH","SC360","จักราชวิทยา_SC360"
"FXXK6GG4HH","SC17","จักราชวิทยา_SC17"
"HXNMYCVQNH","SC98","จักราชวิทยา_SC98"
"HQ7K4QN3TQ","SC292","จักราชวิทยา_SC292"
"M1VYXQ5F02","SC1091","จักราชวิทยา_SC1091"
"KDCX9MD3WM","SC71","จักราชวิทยา_SC71"
"G2RV9JPXFQ","SC392","จักราชวิทยา_SC392"
"FW2G65QJ6Y","SC930","จักราชวิทยา_SC930"
"F4JFJXPK7Q","SC486","จักราชวิทยา_SC486"
"M12K40J411","SC1060","จักราชวิทยา_SC1060"
"GH6WC2G6KC","SC680","จักราชวิทยา_SC680"
"KMGF43Y7GX","SC810","จักราชวิทยา_SC810"
"J21XH66W4N","TC119","จักราชวิทยา_TC119"
"FY49194C66","SC468","จักราชวิทยา_SC468"
"HHXGFCW4YL","SC77","จักราชวิทยา_SC77"
"F9M3XPM9DP","SC118","จักราชวิทยา_SC118"
"HKHF212T65","SC533","จักราชวิทยา_SC533"
"C12H5HK043","TC37","จักราชวิทยา_TC37"
"GY42L0YVPK","TC01","จักราชวิทยา_TC01"
"MNQVV2LRP2","TC02","จักราชวิทยา_TC02"
"G12MJ7T40D","SC61","จักราชวิทยา_SC61"
"LM22CXT3GH","TC95","จักราชวิทยา_TC95"
"K6GMH79XXV","TC12","จักราชวิทยา_TC12"
"C27F96PFQW","SC306","จักราชวิทยา_SC306"
"FDWKKWVW5M","SC25","จักราชวิทยา_SC25"
"KHWTWQJKX2","TC17","จักราชวิทยา_TC17"
"H2WFJCWJYG","SC459","จักราชวิทยา_SC459"
"G0HPXPK2TV","SC961","จักราชวิทยา_SC961"
"JM91QV6PG3","SC305","จักราชวิทยา_SC305"
"D0MM6QLNXQ","SC522","จักราชวิทยา_SC522"
"CXH9M9F2QM","SC312","จักราชวิทยา_SC312"
"M9694M1YW1","SC122","จักราชวิทยา_SC122"
"D75C36JXCP","SC1093","จักราชวิทยา_SC1093"
"L93CMCQ7PG","SC307","จักราชวิทยา_SC307"
"H2FM2HHV9Q","SC609","จักราชวิทยา_SC609"
"CY0VD4L0JL","TC14","จักราชวิทยา_TC14"
"FQGVX9VDGJ","SC422","จักราชวิทยา_SC422"
"G7D4D730H0","TC21","จักราชวิทยา_TC21"
"LW0J9MM4VP","SC152","จักราชวิทยา_SC152"
"FG72T4N0W6","SC11","จักราชวิทยา_SC11"
"L30N2HFVV3","SC766","จักราชวิทยา_SC766"
"J6G46P79JQ","SC518","จักราชวิทยา_SC518"
"L2LTV176TJ","TC55","จักราชวิทยา_TC55"
"G9WXK03Q3P","SC289","จักราชวิทยา_SC289"
"KX4LW17646","SC288","จักราชวิทยา_SC288"
"KFKVTDQ3GX","SC765","จักราชวิทยา_SC765"
"CKFF7MTGQ9","SC750","จักราชวิทยา_SC750"
"L56PGF65X9","TC31","จักราชวิทยา_TC31"
"HYT6G02DX6","SC395","จักราชวิทยา_SC395"
"K4G2PXN9PC","SC740","จักราชวิทยา_SC740"
"GWPL49KR2N","SC35","จักราชวิทยา_SC35"
"C7QW96JP21","SC608","จักราชวิทยา_SC608"
"F6HT0C24PH","TC41","จักราชวิทยา_TC41"
"D9HN2XYK66","TC54","จักราชวิทยา_TC54"
"FX0K0VMWV3","SC663","จักราชวิทยา_SC663"
"MJ60XMT7NT","SC182","จักราชวิทยา_SC182"
"LVFT2YWVNM","TC67","จักราชวิทยา_TC67"
"JVPQDM9HQF","TC108","จักราชวิทยา_TC108"
"FHNW77HH40","SC381","จักราชวิทยา_SC381"
"JGT4NM2P3J","TC56","จักราชวิทยา_TC56"
"DJLF6V0TDQ","SC303","จักราชวิทยา_SC303"
"LQQP7VKCW7","TC03","จักราชวิทยา_TC03"
"J3WP3J7V34","SC734","จักราชวิทยา_SC734"
"CK6LHH5HJN","TC80","จักราชวิทยา_TC80"
"CGXM6W642K","TC15","จักราชวิทยา_TC15"
"HN4752QL2J","SC601","จักราชวิทยา_SC601"
"M44RN6X5WW","SC724","จักราชวิทยา_SC724"
"MNPC2RKX4Y","TC10","จักราชวิทยา_TC10"
"L4VDQY57HP","SC217","จักราชวิทยา_SC217"
"H7WWFWJDYT","SC730","จักราชวิทยา_SC730"
"F7G3W9RWNW","TC05","จักราชวิทยา_TC05"
"LXLVMJ97WG","SC277","จักราชวิทยา_SC277"
"F9KN12RHC4","TC30","จักราชวิทยา_TC30"
"MF7W6TXFVT","SC296","จักราชวิทยา_SC296"
"G7NP7XJX7Q","SC301","จักราชวิทยา_SC301"
"FD2YWN7K6W","SC711","จักราชวิทยา_SC711"
"D9627FWWY6","SC214","จักราชวิทยา_SC214"
"FW43HH26K9","SC682","จักราชวิทยา_SC682"
"DFW3RY3V20","SC320","จักราชวิทยา_SC320"
"F6YMW2DJ1K","SC20","จักราชวิทยา_SC20"
"DWRY120N4F","TC61","จักราชวิทยา_TC61"
"JW9JHG7K2P","TC60","จักราชวิทยา_TC60"
"L794GJG9VW","SC706","จักราชวิทยา_SC706"
"LV1F0X2RK7","TC42","จักราชวิทยา_TC42"
"CD6LHF9F06","TC96","จักราชวิทยา_TC96"
"HT44X6XTG6","SC604","จักราชวิทยา_SC604"
"LRH02CD6D0","SC723","จักราชวิทยา_SC723"
"L43VM0XJPL","SC744","จักราชวิทยา_SC744"
"LM4YMHX2Y2","SC720","จักราชวิทยา_SC720"
"JNQFGM627N","SC268","จักราชวิทยา_SC268"
"G9XXPYFYF5","SC719","จักราชวิทยา_SC719"
"CX3F2QMQYV","SC737","จักราชวิทยา_SC737"
"H1771YYKW9","SC726","จักราชวิทยา_SC726"
"H2JN7T426H","SC710","จักราชวิทยา_SC710"
"KLJFTQVQ6M","SC595","จักราชวิทยา_SC595"
"LR7F23R75R","SC722","จักราชวิทยา_SC722"
"GY0D4WLF9X","SC135","จักราชวิทยา_SC135"
"LRCG2JGDG6","SC713","จักราชวิทยา_SC713"
"GYHM6FNW60","SC748","จักราชวิทยา_SC748"
"KJJ9GCWYXW","SC739","จักราชวิทยา_SC739"
"L3W2CPFQ47","SC738","จักราชวิทยา_SC738"
"F0CFDWYYDF","SC695","จักราชวิทยา_SC695"
"CVVJ62K9YH","SC90","จักราชวิทยา_SC90"
"CT4W6YHT4J","SC743","จักราชวิทยา_SC743"
"F2LH2NHX12","SC727","จักราชวิทยา_SC727"
"L4YFPDW64Y","SC596","จักราชวิทยา_SC596"
"HYGVX9YYF7","SC387","จักราชวิทยา_SC387"
"DY2HPDQXG7","SC698","จักราชวิทยา_SC698"
"D4HQHCPYNP","SC735","จักราชวิทยา_SC735"
"JTWPF2WFQN","SC718","จักราชวิทยา_SC718"
"D5WW9HGWV0","SC731","จักราชวิทยา_SC731"
"F3PK92YH53","SC693","จักราชวิทยา_SC693"
"K9941FPXH0","SC729","จักราชวิทยา_SC729"
"K2D3H7696P","SC732","จักราชวิทยา_SC732"
"J274W661V9","TC125","จักราชวิทยา_TC125"
"HJHCW7JTCY","SC709","จักราชวิทยา_SC709"
"D9HQVF14D2","SC694","จักราชวิทยา_SC694"
"KFHNYX0J6T","SC700","จักราชวิทยา_SC700"
"LC2XQDNF3F","TC33","จักราชวิทยา_TC33"
"FQPFWT26QD","SC745","จักราชวิทยา_SC745"
"FJFVRWW0XJ","SC703","จักราชวิทยา_SC703"
"J59NVM524G","SC699","จักราชวิทยา_SC699"
"HRXH7Q44Q5","SC733","จักราชวิทยา_SC733"
"K4N02W7X6P","SC335","จักราชวิทยา_SC335"
"CKYQWYG41L","SC725","จักราชวิทยา_SC725"
"GVH321M9V7","SC707","จักราชวิทยา_SC707"
"DKGG205070","SC747","จักราชวิทยา_SC747"
"HKQRKJ64WC","SC697","จักราชวิทยา_SC697"
"FV2JWG7XKP","TC29","จักราชวิทยา_TC29"
"GFJ7N0VYX4","SC714","จักราชวิทยา_SC714"
"C2YC9VMP4X","SC701","จักราชวิทยา_SC701"
"GFYP9W4X29","SC704","จักราชวิทยา_SC704"
"MXJLQGW1H6","SC705","จักราชวิทยา_SC705"
"H66FH20YGG","SC691","จักราชวิทยา_SC691"
"C9X2XLQY9F","SC702","จักราชวิทยา_SC702"
"FY6N0LKVP7","SC690","จักราชวิทยา_SC690"
"CDJNFP4MXM","SC736","จักราชวิทยา_SC736"
"FG9L4Y9HC2","SC717","จักราชวิทยา_SC717"
"MGFPJCWRMJ","SC1127","จักราชวิทยา_SC1127"
"J57T23JLVM","SC658","จักราชวิทยา_SC658"
"JYD76GFP95","SC505","จักราชวิทยา_SC505"
"K66726145X","SC511","จักราชวิทยา_SC511"
"FN0Q552J5C","SC526","จักราชวิทยา_SC526"
"D4J94JQJC5","SC517","จักราชวิทยา_SC517"
"G3JFJQ0MV3","SC311","จักราชวิทยา_SC311"
"K60QV0MHVW","SC509","จักราชวิทยา_SC509"
"JY2G5QL734","SC689","จักราชวิทยา_SC689"
"KD2PRGC4D0","SC1168","จักราชวิทยา_SC1168"
"F5VH373V0R","SC1170","จักราชวิทยา_SC1170"
"JL72V4CGJ9","SC1167","จักราชวิทยา_SC1167"
"JQDC65HX5H","SC1166","จักราชวิทยา_SC1166"
"FDYDC9HTPH","SC1169","จักราชวิทยา_SC1169"
"MQ4YV9G4MQ","SC1157","จักราชวิทยา_SC1157"
"C4RXV471X9","SC1158","จักราชวิทยา_SC1158"
"FVMG0PKWNC","SC1159","จักราชวิทยา_SC1159"
"LXMP4V4LF4","SC1156","จักราชวิทยา_SC1156"
"GN6LXFXJ3X","SC1160","จักราชวิทยา_SC1160"
"M7VY9W7C40","SC873","จักราชวิทยา_SC873"
"HPHW50M4RL","TC115","จักราชวิทยา_TC115"
"DQTHGPM6KF","SC1141","จักราชวิทยา_SC1141"
"MR9FJW21F3","SC1144","จักราชวิทยา_SC1144"
"L25917W4N3","SC1142","จักราชวิทยา_SC1142"
"CWHYH7T5F4","SC1143","จักราชวิทยา_SC1143"
"KTCQ9HVWGM","SC1119","จักราชวิทยา_SC1119"
"H33WX6X3HW","SC1145","จักราชวิทยา_SC1145"
"DVH07R2743","SC1120","จักราชวิทยา_SC1120"
"L4WYKRQXL2","SC1173","จักราชวิทยา_SC1173"
"J7RX4HFRX6","SC1161","จักราชวิทยา_SC1161"
"H3F9HFWGK9","SC1163","จักราชวิทยา_SC1163"
"LX2NC4GWX7","SC1165","จักราชวิทยา_SC1165"
"K7P4R39YKV","SC1172","จักราชวิทยา_SC1172"
"FHYD9NYQ59","SC1162","จักราชวิทยา_SC1162"
"H5HC06G671","SC1164","จักราชวิทยา_SC1164"
"LXCY9Q942G","SC855","จักราชวิทยา_SC855"
"GJFT9G5XF2","SC1171","จักราชวิทยา_SC1171"
"G4JGK6R14T","SC951","จักราชวิทยา_SC951"
"L92WH549JW","SC1071","จักราชวิทยา_SC1071"
"JQD64X49P4","SC1148","จักราชวิทยา_SC1148"
"K9X3W33473","SC1149","จักราชวิทยา_SC1149"
"KYFFVVD7FQ","SC1150","จักราชวิทยา_SC1150"
"G34DVXY9M5","SC1147","จักราชวิทยา_SC1147"
"L1PW4CGWY9","SC1146","จักราชวิทยา_SC1146"
"K07L45NHDQ","SC1122","จักราชวิทยา_SC1122"
"FGWQ02HNFJ","SC1124","จักราชวิทยา_SC1124"
"K4FDJ61QNY","SC1123","จักราชวิทยา_SC1123"
"J0KKXR392T","SC1125","จักราชวิทยา_SC1125"
"F03HFXC99M","SC1121","จักราชวิทยา_SC1121"
"JT6CF7LHVC","SC1154","จักราชวิทยา_SC1154"
"G70QPYMJ6J","SC1151","จักราชวิทยา_SC1151"
"D6WYF6D6HT","SC1153","จักราชวิทยา_SC1153"
"HX7MVK42R7","SC1152","จักราชวิทยา_SC1152"
"F774LVVD6D","SC1014","จักราชวิทยา_SC1014"
"CRWFF22DJP","SC1135","จักราชวิทยา_SC1135"
"GJYPQK3G00","SC1085","จักราชวิทยา_SC1085"
"GJC46KJTG2","SC1155","จักราชวิทยา_SC1155"
"KP91L655W9","SC1131","จักราชวิทยา_SC1131"
"LDQ379FDJ9","SC1133","จักราชวิทยา_SC1133"
"GQGPV4GW75","SC1134","จักราชวิทยา_SC1134"
"D349JWH21Y","SC1132","จักราชวิทยา_SC1132"
"D19VP6YTGQ","SC1126","จักราชวิทยา_SC1126"
"GNW7JG9LH4","SC1128","จักราชวิทยา_SC1128"
"H0CMWW1GK4","SC1129","จักราชวิทยา_SC1129"
"KCWJ41RY77","SC1130","จักราชวิทยา_SC1130"
"GG9PC764FC","SC1138","จักราชวิทยา_SC1138"
"KWLD6HPQTV","SC1140","จักราชวิทยา_SC1140"
"G2CJP4K45G","SC962","จักราชวิทยา_SC962"
"FC7PN6QYFC","SC1139","จักราชวิทยา_SC1139"
"C1FPWJK7M1","SC1137","จักราชวิทยา_SC1137"
"F0CFC4G00W","SC1136","จักราชวิทยา_SC1136"
"GDJK7N04T4","TC19","จักราชวิทยา_TC19"
"CR376XKWPD","TC22","จักราชวิทยา_TC22"
"GJ996MMWCW","TC103","จักราชวิทยา_TC103"
